SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
GS260424C,Government of India,GS,100,100,100,,16-JUN-2021,,26-APR-2024,,,,,IN000424C019
GS260425C,Government of India,GS,100,100,100,,16-JUN-2021,,26-APR-2025,,,,,IN000425C016
GS260426C,Government of India,GS,100,100,100,,16-JUN-2021,,26-APR-2026,,,,,IN000426C014
GS261023C,Government of India,GS,100,100,100,,16-JUN-2021,,26-OCT-2023,,,,,IN001023C018
GS261024C,Government of India,GS,100,100,100,,16-JUN-2021,,26-OCT-2024,,,,,IN001024C016
GS261025C,Government of India,GS,100,100,100,,16-JUN-2021,,26-OCT-2025,,,,,IN001025C013
GS300623C,Government of India,GS,100,100,100,,16-JUN-2021,,30-JUN-2023,,,,,IN000623C024
GS300624C,Government of India,GS,100,100,100,,16-JUN-2021,,30-JUN-2024,,,,,IN000624C022
GS300625C,Government of India,GS,100,100,100,,16-JUN-2021,,30-JUN-2025,,,,,IN000625C029
GS311222C,Government of India,GS,100,100,100,,16-JUN-2021,,31-DEC-2022,,,,,IN001222C024
GS311223C,Government of India,GS,100,100,100,,16-JUN-2021,,31-DEC-2023,,,,,IN001223C022
GS311224C,Government of India,GS,100,100,100,,16-JUN-2021,,31-DEC-2024,,,,,IN001224C020
GS311225C,Government of India,GS,100,100,100,,16-JUN-2021,,31-DEC-2025,,,,,IN001225C027
HUDCO,Housing & Urban Development Corporation Limited,N2,1000,1000,1,8.2,20-MAR-2012,07-MAR-2012,05-MAR-2027,,,,,INE031A07840
HUDCO,Housing & Urban Development Corporation Limited,N3,1000,1000,1,8.1,20-MAR-2012,07-MAR-2012,05-MAR-2022,,,,,INE031A07832
HUDCO,Housing & Urban Development Corporation Limited,N4,1000,1000,1,7.34,21-FEB-2013,16-FEB-2013,16-FEB-2023,,,,,INE031A07857
HUDCO,Housing & Urban Development Corporation Limited,N5,1000,1000,1,7.51,21-FEB-2013,16-FEB-2013,16-FEB-2028,,,,,INE031A07865
HUDCO,Housing & Urban Development Corporation Limited,N6,1000,1000,1,7.03,03-APR-2013,28-MAR-2013,28-MAR-2023,,,,,INE031A07873
HUDCO,Housing & Urban Development Corporation Limited,N7,1000,1000,1,7.19,03-APR-2013,28-MAR-2013,28-MAR-2028,,,,,INE031A07881
HUDCO,Housing & Urban Development Corporation Limited,N8,1000,1000,1,7.64,22-MAR-2017,08-FEB-2016,08-FEB-2031,,,,,INE031A07AO5
HUDCO,Housing & Urban Development Corporation Limited,N9,1000,1000,1,7.69,22-MAR-2017,15-MAR-2016,15-MAR-2031,,,,,INE031A07AT4
HUDCO,Housing & Urban Development Corporation Limited,NA,1000,1000,1,8.14,22-MAR-2017,25-OCT-2013,25-OCT-2023,,,,,INE031A07907
HUDCO,Housing & Urban Development Corporation Limited,NB,1000,1000,1,8.51,22-MAR-2017,25-OCT-2013,25-OCT-2028,,,,,INE031A07915
HUDCO,Housing & Urban Development Corporation Limited,NC,1000,1000,1,8.58,22-MAR-2017,13-JAN-2014,13-JAN-2029,,,,,INE031A07972
HUDCO,Housing & Urban Development Corporation Limited,ND,1000,1000,1,8.76,22-MAR-2017,25-OCT-2013,25-OCT-2028,,,,,INE031A07949
HUDCO,Housing & Urban Development Corporation Limited,NE,1000,1000,1,9.01,22-MAR-2017,13-JAN-2014,13-JAN-2034,,,,,INE031A07AB2
IBUCCREDIT,Indiabulls Commercial Credit Limited,N3,1000,1000,1,0,27-SEP-2018,25-SEP-2018,25-SEP-2021,,,,,INE244L07077
IBUCCREDIT,Indiabulls Commercial Credit Limited,N4,1000,1000,1,0,27-SEP-2018,25-SEP-2018,25-SEP-2021,,,,,INE244L07085
IBUCCREDIT,Indiabulls Commercial Credit Limited,N5,1000,1000,1,8.8,27-SEP-2018,25-SEP-2018,25-SEP-2021,,,,,INE244L07093
IBUCCREDIT,Indiabulls Commercial Credit Limited,N6,1000,1000,1,8.9,27-SEP-2018,25-SEP-2018,25-SEP-2021,,,,,INE244L07101
IBUCCREDIT,Indiabulls Commercial Credit Limited,N7,1000,1000,1,8.66,27-SEP-2018,25-SEP-2018,25-SEP-2023,,,,,INE244L07127
IBUCCREDIT,Indiabulls Commercial Credit Limited,N8,1000,1000,1,8.9,27-SEP-2018,25-SEP-2018,25-SEP-2028,,,,,INE244L07135
IBUCCREDIT,Indiabulls Commercial Credit Limited,N9,1000,1000,1,9,27-SEP-2018,25-SEP-2018,25-SEP-2028,,,,,INE244L07143
IBUCCREDIT,Indiabulls Commercial Credit Limited,NA,1000,1000,1,8.75,27-SEP-2018,25-SEP-2018,25-SEP-2028,,,,,INE244L07150
IBUCCREDIT,Indiabulls Commercial Credit Limited,NB,1000,1000,1,8.84,27-SEP-2018,25-SEP-2018,25-SEP-2028,,,,,INE244L07168
IBUCCREDIT,Indiabulls Commercial Credit Limited,NC,1000,1000,1,9.1,27-SEP-2018,25-SEP-2018,25-SEP-2028,,,,,INE244L07176
IBUCCREDIT,Indiabulls Commercial Credit Limited,ND,1000,1000,1,9.2,27-SEP-2018,25-SEP-2018,25-SEP-2028,,,,,INE244L07184
IBULHSGFIN,Indiabulls Housing Finance Limited,N5,1000,1000,1,8.75,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2017,INE148I07GE8
IBULHSGFIN,Indiabulls Housing Finance Limited,N5,1000,1000,1,8.75,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2018,INE148I07GE8
IBULHSGFIN,Indiabulls Housing Finance Limited,N5,1000,1000,1,8.75,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2019,INE148I07GE8
IBULHSGFIN,Indiabulls Housing Finance Limited,N5,1000,1000,1,8.75,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2020,INE148I07GE8
IBULHSGFIN,Indiabulls Housing Finance Limited,N5,1000,1000,1,8.75,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2021,INE148I07GE8
IBULHSGFIN,Indiabulls Housing Finance Limited,N6,1000,1000,1,8.9,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2017,INE148I07GF5
IBULHSGFIN,Indiabulls Housing Finance Limited,N6,1000,1000,1,8.9,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2018,INE148I07GF5
IBULHSGFIN,Indiabulls Housing Finance Limited,N6,1000,1000,1,8.9,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2019,INE148I07GF5
IBULHSGFIN,Indiabulls Housing Finance Limited,N6,1000,1000,1,8.9,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2020,INE148I07GF5
IBULHSGFIN,Indiabulls Housing Finance Limited,N6,1000,1000,1,8.9,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2021,INE148I07GF5
IBULHSGFIN,Indiabulls Housing Finance Limited,N7,1000,1000,1,0,28-SEP-2016,26-SEP-2016,26-SEP-2021,,,,26-SEP-2021,INE148I07GH1
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2016,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2016,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2016,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2017,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2018,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2019,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2020,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2021,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUN-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JUL-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-AUG-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-SEP-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-OCT-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-NOV-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-DEC-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-JAN-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-FEB-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAR-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-APR-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,26-SEP-2026,,,,26-MAY-2026,INE148I07GJ7
